user	artist	track	time
adrimcfly	JJ Project	Bounce	1341462857
adrimcfly	B.A.P	잠옷 (Sexy,Nightwear)	1341462760
adrimcfly	BTOB	비밀 (Insane)	1341462501
adrimcfly	EXO-K	너의 세상으로 (ANGEL)	1341462318
adrimcfly	SHINee	WOWOWOW	1341462125
adrimcfly	EXO-K	MAMA	1341461852
adrimcfly	EXO-M	What Is Love	1339623145
adrimcfly	EXO-K	HISTORY	1339622884
adrimcfly	Lana Del Rey	Lucky Ones	1337294584
adrimcfly	Lana Del Rey	Summertime Sadness	1337294317
adrimcfly	Lykke Li	Breaking It Up	1337294094
adrimcfly	Lana Del Rey	Carmen	1337293843
adrimcfly	Kelly Clarkson	Mr. Know It All	1337238253
adrimcfly	Pixie Lott	Cry Me Out	1337238006
adrimcfly	The Ting Tings	Silence	1337237777
adrimcfly	Marina & the Diamonds	Guilty	1337237539
adrimcfly	Lana Del Rey	Without You	1337237307
adrimcfly	Lana Del Rey	Million Dollar Man	1337237075
adrimcfly	Lana Del Rey	Born to Die	1337236716
adrimcfly	Martin Solveig & Dragonette	Hello (Single Edit)	1337215025
adrimcfly	Benny Benassi	Good Girl	1337214534
adrimcfly	Fedde Le Grand	Put Your Hands Up For Detroit	1337214175
adrimcfly	David Guetta	Repeat (feat. Jessie J)	1337213965
adrimcfly	Swedish House Mafia vs. Tinie Tempah	Miami 2 Ibiza	1337213795
adrimcfly	David Guetta	Sexy Bitch (feat. Akon)	1337213573
adrimcfly	David Guetta	Where Them Girls At (feat. Nicki Minaj & Flo Rida)	1337213340
adrimcfly	Jennifer Lopez	On the Floor (feat. Pitbull)	1337213053
adrimcfly	Timbaland	Give It To Me	1337212660
adrimcfly	Jessie J	Do It Like a Dude	1337211656
adrimcfly	Lady Gaga	Boys Boys Boys	1337211431
adrimcfly	The Pussycat Dolls	I Don't Need a Man	1337211210
adrimcfly	LMFAO	With You	1337208687
adrimcfly	David Guetta	Missing You (feat. Novel)	1337208501
adrimcfly	Swedish House Mafia vs. Tinie Tempah	Miami 2 Ibiza	1337208332
adrimcfly	will.i.am	I Got It From My Mama	1337208084
adrimcfly	David Guetta	Missing You (feat. Novel) [New Version]	1337207897
adrimcfly	Lana Del Rey	Lolita	1337207537
adrimcfly	Marina & the Diamonds	Obsessions	1337207325
adrimcfly	Lana Del Rey	Without You	1337207093
adrimcfly	Sam & Dave	Soul Man	1337192966
adrimcfly	Otis Redding	I Can't Turn You Loose	1337192798
adrimcfly	Michael Kiwanuka	Tell Me a Tale	1337192546
adrimcfly	Barry White	You're the First, the Last, My Everything	1337192330
adrimcfly	Janelle Monáe	BabopbyeYa	1337191787
adrimcfly	Al Green	Love and Happiness	1337191478
adrimcfly	Adele	Tired	1337191216
adrimcfly	Calvin Harris	Ready for the Weekend	1337150553
adrimcfly	Black Eyed Peas	Imma Be	1337150299
adrimcfly	David Guetta	Repeat (feat. Jessie J)	1337150090
adrimcfly	Fedde Le Grand	Put Your Hands Up For Detroit	1337149835
adrimcfly	Axwell	Nothing But Love (Remode)	1337149647
adrimcfly	Guru Josh Project	Infinity 2008	1337149455
adrimcfly	Swedish House Mafia vs. Knife Party	Antidote	1337149058
adrimcfly	David Guetta	Where Them Girls At (feat. Nicki Minaj & Flo Rida)	1337148846
adrimcfly	David Guetta	Memories (feat. Kid Cudi)	1337148631
adrimcfly	Basto	Gregory's Theme (Short Radio Edit)	1337148469
adrimcfly	Avicii & Sebastien Drums	My Feelings for You (Original Mix)	1337148073
adrimcfly	Edward Maya	This Is My Life	1337147841
adrimcfly	Swedish House Mafia vs. Tinie Tempah	Miami 2 Ibiza	1337147672
adrimcfly	Timbaland	Pass At Me	1337147419
adrimcfly	David Guetta	Who's That Chick? (feat. Rihanna)	1337147087
adrimcfly	Sak Noel	Loca People (What the F**k!") (Max Farenthide Remix Edit)	1337146708
adrimcfly	Benny Benassi	Cinema (Skrillex Remix)	1337145929
adrimcfly	David Guetta	Memories (feat. Kid Cudi)	1337144449
adrimcfly	Lady Gaga	Paparazzi	1337143276
adrimcfly	Ke$ha	Blind	1337143076
adrimcfly	Cher Lloyd	Swagger Jagger	1337142883
adrimcfly	Neon Hitch	What Starry Eyes Know (Two Door Cinema Club vs. Ellie Goulding)	1337142652
adrimcfly	Ellie Goulding	Your Biggest Mistake	1337142443
adrimcfly	Florence + the Machine	You've Got the Love	1337142259
adrimcfly	Britney Spears	Trouble for Me	1337142058
adrimcfly	Lana Del Rey	Diet Mountain Dew	1337141617
adrimcfly	Iggy Azalea	Treasure Island	1337141415
adrimcfly	Natalia Kills	Kill My Boyfriend	1337141187
adrimcfly	Katy Perry	Teenage Dream	1337140957
adrimcfly	Lana Del Rey	National Anthem	1337140717
adrimcfly	Marina & the Diamonds	Hollywood	1337140484
adrimcfly	Rihanna	Only Girl (In the World)	1336963311
adrimcfly	The Ting Tings	Guggenheim	1336963067
adrimcfly	The Pretty Reckless	You	1336962852
adrimcfly	Lady Gaga	Bad Kids	1336962397
adrimcfly	Lana Del Rey	Radio	1336961949
adrimcfly	Lana Del Rey	Dark Paradise	1336961625
adrimcfly	Adele	Chasing Pavements	1336868601
adrimcfly	Birdy	I'll Fly Away	1336868350
adrimcfly	Rihanna	Te Amo	1336868139
adrimcfly	Foster the People	Houdini	1336867900
adrimcfly	Lindsay Lohan	If It's Alright	1336867651
adrimcfly	Charli XCX	Jungle (Phaeleh remix)	1336867334
adrimcfly	Porcelain Black	This Is What Rock N Roll Looks Like (feat. Lil Wayne)	1336867078
adrimcfly	Sleigh Bells	Tell 'Em	1336866865
adrimcfly	Sky Ferreira	Obsession	1336866639
adrimcfly	Little Boots	Ghost	1336866456
adrimcfly	Amy Winehouse	Addicted	1336866291
adrimcfly	Natalia Kills	If I Was God	1336866004
adrimcfly	Cher Lloyd	Swagger Jagger (Eyes Remix)	1336865698
adrimcfly	Santigold	Say Aha	1336865480
adrimcfly	Dev	Booty Bounce	1336865284
adrimcfly	Florence + the Machine	Falling	1336865068
adrimcfly	Gwen Stefani	Long Way to Go	1336864600
adrimcfly	Jessie J	Domino	1336864366
adrimcfly	Nicki Minaj	Super Bass	1336864163
adrimcfly	Ellie Goulding	Animal	1336863915
adrimcfly	Natalia Kills	Zombie	1336863677
adrimcfly	Marina & the Diamonds	Oh No!	1336863492
adrimcfly	Florrie	Give Me Your Love	1336863256
adrimcfly	Lana Del Rey	Diet Mountain Dew	1336863031
adrimcfly	Lady Gaga	Hair	1336862657
adrimcfly	Lana Del Rey	Carmen	1336862406
adrimcfly	Pixie Lott	Gravity	1336862188
adrimcfly	Lana Del Rey	Radio	1336861971
adrimcfly	Kerli	Strange Boy	1336620391
adrimcfly	Cults	Never Heal Myself	1336620198
adrimcfly	Ke$ha	Kiss n Tell	1336619988
adrimcfly	The Ting Tings	Shut Up and Let Me Go	1336619815
adrimcfly	One Direction	Stole My Heart	1336619608
adrimcfly	Lily Allen	Shame for You	1336619282
adrimcfly	Natalia Kills	Wonderland	1336619037
adrimcfly	Foster the People	Chin Music for the Unsuspecting Hero	1336618503
adrimcfly	Neon Hitch	Drop It Like Its Hot (Snoop Dogg vs. Alina Unova)	1336618047
adrimcfly	Lana Del Rey	Million Dollar Man	1336617814
adrimcfly	Britney Spears	Boys	1336617605
adrimcfly	Lana Del Rey	Radio	1336617388
adrimcfly	Iggy Azalea	The Last Song	1336617188
adrimcfly	Lana Del Rey	Off to the Races	1336616872
adrimcfly	Jessie And The Toy Boys	We Own the Night	1336616649
adrimcfly	Charli XCX	Stay Away	1336616415
adrimcfly	Lady Gaga	Beautiful, Dirty, Rich	1336616232
adrimcfly	Nicki Minaj	Super Bass	1336601486
adrimcfly	Lindsay Lohan	A Beautiful Life	1336601277
adrimcfly	Ke$ha	Take It Off	1336601063
adrimcfly	Sky Ferreira	Obsession	1336600823
adrimcfly	Lily Allen	Littlest Things	1336600639
adrimcfly	Florence + the Machine	Howl	1336600423
adrimcfly	Marina & the Diamonds	Numb	1336600163
adrimcfly	Rihanna	Rude Boy	1336599938
adrimcfly	Lana Del Rey	Million Dollar Man	1336599691
adrimcfly	One Direction	What Makes You Beautiful	1336599490
adrimcfly	Sleigh Bells	You Lost Me	1336599217
adrimcfly	Amy Winehouse	Cupid (Deluxe Edition Version)	1336598987
adrimcfly	Lana Del Rey	Summertime Sadness	1336598706
adrimcfly	Cassie	Me & U	1336598511
adrimcfly	Lykke Li	Love Out of Lust	1336598226
adrimcfly	Lana Del Rey	National Anthem	1336597993
adrimcfly	Rihanna	Mad House	1336538900
adrimcfly	Sky Ferreira	Traces	1336538684
adrimcfly	Lady Gaga	Dance in the Dark	1336538391
adrimcfly	Lana Del Rey	National Anthem	1336538159
adrimcfly	Marina & the Diamonds	Obsessions	1336537932
adrimcfly	Lana Del Rey	Lucky Ones	1336537702
adrimcfly	Lana Del Rey	Born to Die	1336537413
adrimcfly	The Ting Tings	Great DJ	1336537210
adrimcfly	Kerli	Love Is Dead	1336536918
adrimcfly	Neon Hitch	Drop It Like Its Hot (Snoop Dogg vs. Alina Unova)	1336536762
adrimcfly	Katy Perry	If You Can Afford Me	1336536561
adrimcfly	Charli XCX	Stay Away (Salem's Angel remix)	1336536255
adrimcfly	Christina Aguilera	Bound to You	1336535940
adrimcfly	The Pretty Reckless	Since You're Gone	1336535715
adrimcfly	Birdy	One Pretty Mess	1336535519
adrimcfly	Cher Lloyd	Over the Moon	1336535338
adrimcfly	The Wanted	Glad You Came (Alex Gaudino Remix)	1336534837
adrimcfly	Foster the People	Pumped Up Kicks	1336534617
adrimcfly	Nicki Minaj	Moment 4 Life (feat. Drake)	1336534314
adrimcfly	Carly Rae Jepsen	Call Me Maybe	1336534118
adrimcfly	Cher Lloyd	Superhero	1336533639
adrimcfly	Emeli Sandé	Heaven	1336533190
adrimcfly	Natalia Kills	Zombie	1336532975
adrimcfly	Lykke Li	Love Out of Lust	1336532690
adrimcfly	The Ting Tings	Fruit Machine	1336532532
adrimcfly	Katy Perry	Circle the Drain	1336532257
adrimcfly	Lady Gaga	Bloody Mary	1336531997
adrimcfly	Florrie	Experimenting with Rugs	1336531662
adrimcfly	Iggy Azalea	My World	1336531558
adrimcfly	Paris Hilton	Stars Are Blind	1336531285
adrimcfly	Lindsay Lohan	I Live for the Day	1336531080
adrimcfly	Florence + the Machine	Rabbit Heart (Raise It Up)	1336530845
adrimcfly	Sky Ferreira	Lolita	1336530666
adrimcfly	Katy Perry	Fingerprints	1336530247
adrimcfly	Neon Hitch	What Starry Eyes Know (Two Door Cinema Club vs. Ellie Goulding)	1336530002
adrimcfly	Florence + the Machine	Remain Nameless	1336529758
adrimcfly	Lily Allen	The Fear	1336529549
adrimcfly	Rihanna	Te Amo	1336529302
adrimcfly	Paris Hilton	Jealousy	1336529066
adrimcfly	Lykke Li	Get Some	1336528861
adrimcfly	Madonna	Frozen	1336528486
adrimcfly	Natalia Kills	Heaven	1336528194
adrimcfly	Sky Ferreira	One	1336527964
adrimcfly	Marina & the Diamonds	The Outsider	1336527758
adrimcfly	Amy Winehouse	You're Wondering Now	1336527429
adrimcfly	Gwen Stefani	Bubble Pop Electric	1336527204
adrimcfly	The Pretty Reckless	Hit Me Like a Man	1336526974
adrimcfly	Lana Del Rey	Million Dollar Man	1336526695
adrimcfly	Lana Del Rey	National Anthem	1336526444
adrimcfly	Lana Del Rey	Born to Die	1336526149
adrimcfly	Natalia Kills	Mirrors	1336271824
adrimcfly	Marina & the Diamonds	Hollywood	1336271494
adrimcfly	Marina & the Diamonds	I Am Not a Robot	1336271063
adrimcfly	Lana Del Rey	Million Dollar Man	1336270189
adrimcfly	The Pretty Reckless	Just Tonight	1336270017
adrimcfly	Lana Del Rey	Video Games	1336269729
adrimcfly	Natalia Kills	Zombie	1336239422
adrimcfly	Marina & the Diamonds	Obsessions	1336239174
adrimcfly	Rihanna	What's My Name?	1336238941
adrimcfly	Ellie Goulding	Starry Eyed	1336238751
adrimcfly	Lykke Li	I'm Good, I'm Gone	1336238218
adrimcfly	Katy Perry	The One That Got Away	1336237988
adrimcfly	Nicki Minaj	Massive Attack	1336237787
adrimcfly	Amy Winehouse	Valerie ('68 Version)	1336237532
adrimcfly	Lana Del Rey	Video Games (Jamie Woon Remix)	1336236834
adrimcfly	Natalia Kills	Mirrors (Doctor Rosen Rosen Remix)	1336236541
adrimcfly	Lana Del Rey	National Anthem	1336236308
adrimcfly	Porcelain Black	Naughty Naughty	1336091887
adrimcfly	Lady Gaga	Boys Boys Boys	1336091516
adrimcfly	The Pretty Reckless	Light Me Up	1336091306
adrimcfly	Marina & the Diamonds	Simplify	1336091156
adrimcfly	Kelly Clarkson	The Sun Will Rise	1336090884
adrimcfly	iamamiwhoami	sever	1336090643
adrimcfly	Sky Ferreira	Obsession	1336090417
adrimcfly	Lana Del Rey	Without You	1336090185
adrimcfly	Lana Del Rey	Carmen	1336089615
adrimcfly	Natalia Kills	Acid Annie	1336089395
adrimcfly	Dev	In the Dark	1336089167
adrimcfly	Lana Del Rey	Diet Mountain Dew	1336088938
adrimcfly	Lana Del Rey	Million Dollar Man	1336000644
adrimcfly	Sky Ferreira	17	1336000338
adrimcfly	Lana Del Rey	Lolita	1336000103
adrimcfly	Lana Del Rey	Lucky Ones	1335999873
adrimcfly	Wynter Gordon	13. Wynter - Worked Up	1335999688
adrimcfly	Neon Hitch	What Starry Eyes Know (Two Door Cinema Club vs. Ellie Goulding)	1335999449
adrimcfly	Charli XCX	Stay Away (Salem's Angel remix)	1335999109
adrimcfly	Dia Frampton	Walk Away	1335998800
adrimcfly	Charli XCX	Stay Away	1335998566
adrimcfly	Dia Frampton	Isabella	1335998286
adrimcfly	The Young Professionals	D.I.S.C.O	1335997996
adrimcfly	Iggy Azalea	Treasure Island	1335997795
adrimcfly	Oh Land	Twist	1335997552
adrimcfly	Cher Lloyd	Over the Moon	1335997266
adrimcfly	Natalia Kills	Zombie	1335996401
adrimcfly	Natalia Kills	Superficial	1335996201
adrimcfly	Nadia Oh	That Kind of Girl	1335995980
adrimcfly	The Pretty Reckless	Nothing Left to Lose	1335995720
adrimcfly	Ellie Goulding	Every Time You Go	1335995461
adrimcfly	Lily Allen	Chinese	1335995202
adrimcfly	Lady Gaga	Marry the Night	1335994850
adrimcfly	Ellie Goulding	Your Biggest Mistake	1335994642
adrimcfly	Katy Perry	The One That Got Away (Acoustic)	1335994380
adrimcfly	Christina Aguilera	Show Me How You Burlesque	1335994198
adrimcfly	Marina & the Diamonds	The Outsider	1335993864
adrimcfly	Cher Lloyd	Want U Back	1335993627
adrimcfly	Ellie Goulding	Under the Sheets	1335993341
adrimcfly	Beyoncé	Run the World (Girls)	1335993103
adrimcfly	The Pretty Reckless	Goin' Down	1335992810
adrimcfly	Natalia Kills	Wonderland	1335992596
adrimcfly	Marina & the Diamonds	Hollywood	1335992077
adrimcfly	Cher Lloyd	Swagger Jagger	1335991801
adrimcfly	Rihanna	Only Girl (In the World)	1335991095
adrimcfly	Katy Perry	Ur So Gay	1335990729
adrimcfly	Gwen Stefani	Don't Get It Twisted	1335990435
adrimcfly	Kylie Minogue	Love at First Sight	1335989925
adrimcfly	Marina & the Diamonds	I Am Not a Robot	1335989694
adrimcfly	Nicki Minaj	Super Bass	1335989490
adrimcfly	Lana Del Rey	Lucky Ones	1335989243
adrimcfly	Lana Del Rey	Carmen	1335988848
adrimcfly	Cher Lloyd	Want U Back	1335958945
adrimcfly	The Sound of Arrows	Danger! (Ice Cream Shout version)	1335958653
adrimcfly	Gwen Stefani	Breakin' Up	1335958387
adrimcfly	Kerli	Fragile	1335958133
adrimcfly	Madonna	Beautiful Stranger	1335957871
adrimcfly	Cher Lloyd	Swagger Jagger (Dillon Francis Remix)	1335957463
adrimcfly	Amy Winehouse	I Heard Love Is Blind	1335957305
adrimcfly	M.I.A.	Caps Lock	1335957064
adrimcfly	Ellie Goulding	Guns and Horses	1335956814
adrimcfly	Britney Spears	Trip to Your Heart	1335956369
adrimcfly	Natalia Kills	Mirrors	1335956170
adrimcfly	Natalia Kills	Free	1335955798
adrimcfly	Marina & the Diamonds	Numb	1335955539
adrimcfly	Marina & the Diamonds	Simplify	1335955245
adrimcfly	Lady Gaga	Paparazzi	1335955035
adrimcfly	Lana Del Rey	Diet Mountain Dew	1335954796
adrimcfly	Florence + the Machine	You've Got the Love	1335954624
adrimcfly	Lana Del Rey	Born to Die	1335954336
adrimcfly	Lana Del Rey	Carmen	1335954085
adrimcfly	Ke$ha	Stephen	1335942141
adrimcfly	Ellie Goulding	Lights	1335941927
adrimcfly	Ellie Goulding	This Love (Will Be Your Downfall)	1335941678
adrimcfly	Sky Ferreira	Happy Dre	1335941512
adrimcfly	Natalia Kills	Wonderland	1335941298
adrimcfly	Lana Del Rey	Lucky Ones	1335941068
adrimcfly	Marina & the Diamonds	Obsessions	1335940835
adrimcfly	Frou Frou	Let Go	1335940538
adrimcfly	Charlotte Sometimes	Build The Moon	1335940254
adrimcfly	Tinie Tempah	Pass Out	1335940015
adrimcfly	Vanessa Carlton	Hands On Me	1335939832
adrimcfly	Two Door Cinema Club	Eat That Up, It's Good for You	1335939604
adrimcfly	Meg & Dia	I Need You In It	1335939410
adrimcfly	Colette Carr	(We Do It) Primo	1335939217
adrimcfly	Erik Hassle	Bump In The Road	1335938973
adrimcfly	You Me at Six	Trophy Eyes	1335938800
adrimcfly	VersaEmerge	Clocks	1335938552
adrimcfly	Erik Hassle	Wanna Be Loved	1335938296
adrimcfly	Imogen Heap	The Walk	1335937980
adrimcfly	You Me at Six	Underdog	1335937834
adrimcfly	Ashlee Simpson	Coming Back for More	1335937622
adrimcfly	Two Door Cinema Club	I Can Talk	1335937442
adrimcfly	Natasha Bedingfield	Single	1335937189
adrimcfly	Imogen Heap	Clear The Area	1335936910
adrimcfly	Fenech-Soler	Lies	1335936706
adrimcfly	A Fine Frenzy	Almost Lover	1335936437
adrimcfly	Taylor Swift	Fearless	1335936176
adrimcfly	A Fine Frenzy	Blow Away	1335935903
adrimcfly	Lissie	Pursuit of Happiness	1335935629
adrimcfly	Aly & AJ	Potential Breakup Song	1335935408
adrimcfly	Lissie	Little Lovin'	1335935121
adrimcfly	Erik Hassle	Hurtful	1335934938
adrimcfly	Imogen Heap	Have You Got It In You?	1335934685
adrimcfly	Natasha Bedingfield	Pocketful Of Sunshine (Radio Edit)	1335934496
adrimcfly	Iggy Azalea	Treasure Island	1335933504
adrimcfly	Neon Hitch	What Starry Eyes Know (Two Door Cinema Club vs. Ellie Goulding)	1335932942
adrimcfly	Cassie	Me & You	1335932689
adrimcfly	The Pretty Reckless	Under the Water	1335932288
adrimcfly	Lindsay Lohan	Disconnected	1335931987
adrimcfly	One Direction	Taken	1335931749
adrimcfly	Lana Del Rey	Million Dollar Man	1335930285
adrimcfly	Lana Del Rey	This Is What Makes Us Girls	1335929958
adrimcfly	Neon Hitch	Drop It Like Its Hot (Snoop Dogg vs. Alina Unova)	1335919247
adrimcfly	Lily Allen	Not Big	1335915844
adrimcfly	The Pretty Reckless	Cold Blooded	1335915214
adrimcfly	Lana Del Rey	National Anthem	1335914647
adrimcfly	Nicole Scherzinger	Winning Women	1335879153
adrimcfly	Ke$ha	Sleazy	1335878945
adrimcfly	The Pretty Reckless	Factory Girl	1335878731
adrimcfly	Carly Rae Jepsen	Call Me Maybe	1335878535
adrimcfly	One Direction	More Than This	1335878303
adrimcfly	Rihanna	G4L	1335878047
adrimcfly	Natalia Kills	Zombie	1335877846
adrimcfly	The Sound of Arrows	M.A.G.I.C.	1335877595
adrimcfly	Cher Lloyd	With Ur Love	1335877364
adrimcfly	Lana Del Rey	Dark Paradise	1335876918
adrimcfly	Lana Del Rey	National Anthem	1335876685
adrimcfly	Lana Del Rey	Born to Die	1335876361
adrimcfly	Oh Land	Perfection	1335791619
adrimcfly	Gwen Stefani	Cool	1335791426
adrimcfly	Katy B	Louder	1335791147
adrimcfly	The Ting Tings	Traffic Light	1335790968
adrimcfly	Christina Aguilera	Hurt	1335790708
adrimcfly	Wynter Gordon	Stop Hatin 2.0	1335790473
adrimcfly	Oh Land	Wolf & I	1335790196
adrimcfly	Ellie Goulding	Starry Eyed	1335790016
adrimcfly	One Direction	Gotta Be You	1335789668
adrimcfly	M.I.A.	Paper Planes	1335789406
adrimcfly	Melody Thornton	Sweet Vendetta	1335789142
adrimcfly	Porcelain Black	Naughty Naughty	1335788887
adrimcfly	One Direction	Tell Me a Lie	1335788611
adrimcfly	Dev	In the Dark	1335788375
adrimcfly	Lily Allen	Never Gonna Happen	1335788092
adrimcfly	Foster the People	Houdini	1335787887
adrimcfly	Lady Gaga	Americano	1335787576
adrimcfly	Britney Spears	Selfish	1335787351
adrimcfly	Iggy Azalea	The Last Song	1335787131
adrimcfly	The Pretty Reckless	Just Tonight	1335786960
adrimcfly	Porcelain Black	This Is What Rock N Roll Looks Like (feat. Lil Wayne)	1335786434
adrimcfly	Sky Ferreira	Obsession	1335786194
adrimcfly	Charli XCX	Stay Away	1335785959
adrimcfly	Cher Lloyd	Over the Moon	1335785778
adrimcfly	Little Boots	Meddle	1335785443
adrimcfly	Rihanna	Rude Boy	1335785197
adrimcfly	Nicki Minaj	Massive Attack	1335784997
adrimcfly	Natalia Kills	Broke	1335784746
adrimcfly	Amy Winehouse	Back to Black	1335784218
adrimcfly	Rihanna	Te Amo	1335784007
adrimcfly	Neon Hitch	What Starry Eyes Know (Two Door Cinema Club vs. Ellie Goulding)	1335783700
adrimcfly	Lykke Li	Unrequited Love	1335783487
adrimcfly	Natalia Kills	Mirrors	1335782998
adrimcfly	Iggy Azalea	My World	1335782894
adrimcfly	Marina & the Diamonds	Oh No!	1335782694
adrimcfly	Cher Lloyd	Swagger Jagger	1335782252
adrimcfly	Rihanna	Only Girl (In the World)	1335781482
adrimcfly	One Direction	What Makes You Beautiful	1332514609
adrimcfly	Rihanna	Birthday Cake	1332514269
adrimcfly	Adele	Set Fire to the Rain	1332513896
adrimcfly	Marina & the Diamonds	Are You Satisfied?	1332513692
adrimcfly	Cher Lloyd	Swagger Jagger (Wideboys Radio Edit)	1332513498
adrimcfly	Jessie J	Casualty of Love	1332513261
adrimcfly	Nicole Scherzinger	Puakenikeni	1332513018
adrimcfly	Lykke Li	Unrequited Love	1332512824
adrimcfly	Wynter Gordon	Out There	1332512620
adrimcfly	M.I.A.	It Iz What It Iz	1332512394
adrimcfly	Beyoncé	end of time	1332512168
adrimcfly	Florence + the Machine	Howl	1332511952
adrimcfly	Lady Gaga	Monster	1332511700
adrimcfly	Birdy	Journey Home	1332511532
adrimcfly	Sleigh Bells	A/B Machines	1332511299
adrimcfly	Goldfrapp	Twist	1332511083
adrimcfly	Ke$ha	Your Love Is My Drug	1332510895
adrimcfly	Lady Gaga	LoveGame	1332510676
adrimcfly	Cults	Oh My God	1332510471
adrimcfly	Iggy Azalea	The Last Song	1332510252
adrimcfly	Dev	Booty Bounce	1332510055
adrimcfly	Joe Jonas	Just in Love	1332509700
adrimcfly	Katy Perry	Not Like the Movies	1332509417
adrimcfly	The Ting Tings	That's Not My Name	1332509156
adrimcfly	Frankmusik	Running	1332508931
adrimcfly	Jessie J	Abracadabra	1332508698
adrimcfly	Sky Ferreira	Traces	1332508481
adrimcfly	Natalia Kills	Zombie	1332508260
adrimcfly	Jessie And The Toy Boys	Valentine	1332508007
adrimcfly	Marina & the Diamonds	Numb	1332507708
adrimcfly	Lindsay Lohan	Confessions of a Broken Heart (Daughter to Father)	1332507176
adrimcfly	Pixie Lott	Nothing Compares	1332506960
adrimcfly	Clare Maguire	Freedom	1332506756
adrimcfly	Ke$ha	Dancing with Tears in My Eyes	1332506544
adrimcfly	Rihanna	Hard	1332506240
adrimcfly	Lana Del Rey	Without You	1332506009
adrimcfly	Ellie Goulding	Lights (Bassnectar remix)	1332505703
adrimcfly	Lana Del Rey	Million Dollar Man	1332505441
adrimcfly	Lana Del Rey	Dark Paradise	1332505182
adrimcfly	Cansei de Ser Sexy	Off the Hook	1332505019
adrimcfly	The Young Professionals	P.O.P	1332504691
adrimcfly	The Pretty Reckless	Factory Girl	1332504477
adrimcfly	Kylie Minogue	Love at First Sight	1332504076
adrimcfly	Clare Maguire	Bullet	1332503865
adrimcfly	Sleigh Bells	Straight A's	1332503771
adrimcfly	Marina & the Diamonds	Obsessions	1332503558
adrimcfly	Beyoncé	Run the World (Girls)	1332503319
adrimcfly	Cher Lloyd	End Up Here	1332503050
adrimcfly	Britney Spears	Unusual You	1332502766
adrimcfly	Ellie Goulding	Salt Skin	1332502140
adrimcfly	One Direction	Up All Night	1332501885
adrimcfly	Girls Aloud	Love Machine	1332501677
adrimcfly	Cults	Bumper	1332501394
adrimcfly	Sky Ferreira	One (Logistics Vocal Remix)	1332501074
adrimcfly	Lady Gaga	Bloody Mary	1332500784
adrimcfly	Amy Winehouse	You Know I'm No Good	1332500194
adrimcfly	Lady Gaga	Americano	1332499924
adrimcfly	Florence + the Machine	Shake It Out	1332499644
adrimcfly	Cher Lloyd	Swagger Jagger	1332499368
adrimcfly	Natalia Kills	Perfection	1332499220
adrimcfly	Katy Perry	Lost	1332498912
adrimcfly	Dev	Mirror Error	1332498750
adrimcfly	Beyoncé	Irreplaceable	1332498519
adrimcfly	Cher Lloyd	Superhero	1332498309
adrimcfly	Pixie Lott	Turn It Up	1332498110
adrimcfly	Neon Hitch	Drop It Like Its Hot (Snoop Dogg vs. Alina Unova)	1332497938
adrimcfly	Sky Ferreira	Obsession	1332497711
adrimcfly	Lady Gaga	Born This Way	1332497449
adrimcfly	Florence + the Machine	Lover to Lover	1332497204
adrimcfly	Rihanna	Disturbia	1332496946
adrimcfly	Marina & the Diamonds	Starstrukk (Live In Norwich)	1332496482
adrimcfly	The Ting Tings	Impacilla Carpisung	1332496261
adrimcfly	Lykke Li	Complaint Department	1332495967
adrimcfly	Lana Del Rey	Diet Mountain Dew	1332495600
adrimcfly	Porcelain Black	This Is What Rock N Roll Looks Like (feat. Lil Wayne)	1332495345
adrimcfly	Natalia Kills	Wonderland	1332495131
adrimcfly	Dev	Bass Down Low	1332494899
adrimcfly	Lana Del Rey	Off to the Races	1332494597
adrimcfly	Oh Land	Voodoo	1332494417
adrimcfly	Lana Del Rey	Born to Die	1332494129
adrimcfly	Kate Nash	Pumpkin Soup	1332114932
adrimcfly	Cœur de Pirate	Ensemble	1332113904
adrimcfly	One Direction	Tell Me a Lie	1332113664
adrimcfly	The Wanted	Glad You Came	1332113335
adrimcfly	Porcelain Black	Naughty Naughty	1332113006
adrimcfly	Cher Lloyd	Want U Back	1332112432
adrimcfly	Natalia Kills	Mirrors	1332112137
adrimcfly	Lana Del Rey	National Anthem	1332111751
adrimcfly	McFly	That Girl	1332111390
adrimcfly	One Direction	I Want	1332111206
adrimcfly	McFly	Room on the 3rd Floor	1332110761
adrimcfly	Ashley Tisdale	Kiss the Girl	1331870211
adrimcfly	Sonohra	Seguimi O Uccidimi	1331869965
adrimcfly	This Century	Paper Planes (M.I.A. cover)	1331869746
adrimcfly	Boys Like Girls	Real Thing	1331869541
adrimcfly	McFly	Room on the 3rd Floor	1331869344
adrimcfly	All Time Low	Time-Bomb	1331869131
adrimcfly	Son of Dork	Sick	1331868918
adrimcfly	Simple Plan	Welcome to My Life	1331868699
adrimcfly	Catch Side	Sorrir Chorando	1331868439
adrimcfly	A Rocket to the Moon	Mr. Right	1331868249
adrimcfly	Miley Cyrus	Party in the U.S.A.	1331868044
adrimcfly	Jonas Brothers	Pushin' Me Away	1331867859
adrimcfly	Matt Willis	Up All Night	1331867602
adrimcfly	One Direction	More Than This	1331867237
adrimcfly	McFly	Ultraviolet	1331866999
adrimcfly	Stiff Dylans	Ultraviolet	1331866770
adrimcfly	Demi Lovato	Mistake	1331866392
